startdate,enddate,status,progress,durationinseconds,finished,recordeddate,responseid,externalreference,distributionchannel,userlanguage,pol_feeling_1,pol_feeling_2,pol_feeling_3,rep_pov,dem_pov,vote_registr,vote1,vote2,vote3_1,follow_politics,follow_trump,news_source_3_1,news_source_3_2,news_source_3_3,news_source_3_4,news_source_3_10,news_source_3_5,news_source_3_6,news_source_3_11,read_news,q106_firstclick,q106_lastclick,q106_pagesubmit,q106_clickcount,news_knowledge_5,news_knowledge_6,news_knowledge_7,news_knowledge_8,news_knowledge_9,news_knowledge_10,news_knowledge_11,news_knowledge_12,news_knowledge_13,news_knowledge_14,news_knowledge_15,news_knowledge_16,news_knowledge_17,news_knowledge_18,news_knowledge_19,attitude_trade_1,attitude_race_1,attitude_metoo_1,attitude_kavanaugh_1,attitude_immigration_1,attitude_mueller_1,attitude_gun_1,attitude_media_1,attitude_trump_1,swb_happiness,swb_relhappiness,swb_swl1,swb_swl2,swb_swl3,swb_lnlns1,swb_lnlns2,swb_lnlns3,swb_eurhappsvy_4,swb_eurhappsvy_5,swb_eurhappsvy_6,swb_eurhappsvy_7,leisure_activities1,leisure_activities3_1,leisure_activities3_2,leisure_activities3_3,leisure_activities3_4,leisure_activities3_5,fb_minutes,fb_soclife_1,fb_goodbad_1,fb_society_1,fb_happy_1,fb_habit_1,fb_betterfollownews_1,fb_morefakenews_1,fb_polarize_1,deact_24h_goodbad_1,deact_4wk_goodbad_1,deactiv_yesno,wta3,wta_understanding1,wta_understanding2,fb_use_plan,agenda,followup,id,second_4weeks_num2,first_question_counts,accept_second_4weeks,second_4weeks_num1,wta1,wta2,lowqual,first_4weeks_num,t,friends_met_number,rep_angry_length,dem_angry_length,fb_posimp_length,fb_posimp_log,fb_negimp_length,fb_negimp_log
2018-11-08 05:51:17,2018-11-08 06:06:31,IP Address,100,914,True,2018-11-08 06:06:31,R_VWhQu8uuZCiL00V,,email,EN,100,0,0,Never,Four times or more,California,Yes,Democratic candidate,0,Very closely,Very closely,Same,Same,Same,Same,A little less,Same,A little more,A little more,2,3.308,77.346,77.997,47,Unsure,True,True,True,Unsure,Unsure,True,Unsure,Unsure,Unsure,Unsure,Unsure,False,Unsure,False,7,10,3,0,10,2,10,3,0,4,4,Slightly disagree,Agree,Neither agree nor disagree,Some of the time,Some of the time,Some of the time,3.,3.,2.,3.,"Go out for dinner,Talk to friends on the phone,Go to a shopping mall,Spend time with your kids",Same,Same,Same,Same,Same,180,4,3,4,3,8,8,8,8,7,,Yes,40,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"No, I don't think they had a particular agenda.",Yes,2926,0,0,0,0,25,20,1,0,0,1.0986123,71.0,4.0,34.0,3.5553482,44.0,3.8066626
2018-11-08 05:50:26,2018-11-08 06:06:54,IP Address,100,987,True,2018-11-08 06:06:54,R_1n8YPwxCFHLrRyy,,email,EN,30,42,25,Once,Two or three times,Kentucky,Yes,Republican candidate,60,Somewhat closely,Somewhat closely,Same,A little more,A little more,A little more,Same,A lot less,A little less,A little more,15,2.239,111.021,111.929,58,True,True,True,True,Unsure,Unsure,True,Unsure,Unsure,Unsure,False,Unsure,Unsure,Unsure,False,7,8,4,8,7,5,7,6,2,7 (a very happy person),6,Slightly agree,Agree,Strongly agree,Hardly ever,Hardly ever,Hardly ever,1. None or almost none of the times,2.,4. All or almost all of the time.,1. None or almost none of the times,"Interact with someone who voted the opposite way as you in the last presidential election,Interact with someone from another country,Spend time with your kids",A little less,Same,Same,Same,A little more,0,3,3,2,3,9,7,8,8,,10,Yes,0,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...stop using Facebook entirely,"No, I don't think they had a particular agenda.",Yes,1351,0,1,0,0,10,10,0,102,1,0.6931472,46.0,30.0,46.0,3.8501475,75.0,4.3307333
2018-11-08 05:40:01,2018-11-08 06:07:01,IP Address,100,1619,True,2018-11-08 06:07:02,R_WDtzyAfnGHYalRD,,email,EN,55,56,8,Two or three times,Two or three times,Ohio,No,Republican candidate,61,Not at all closely,Not at all closely,Same,Same,Same,Same,Same,Same,Same,Same,30,1.622,136.901,138.289,64,Unsure,False,True,Unsure,Unsure,True,True,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,False,5,5,5,5,5,5,5,5,2,3,3,Slightly disagree,Slightly disagree,Strongly disagree,Often,Often,Some of the time,2.,3.,3.,2.,"Go out for dinner,Interact with someone from another country,Get together with friends",Same,A little less,Same,Same,Same,120,3,3,3,2,8,0,10,5,10,,Yes,20,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"Yes, I think they wanted to show that Facebook is bad for people.",Yes,19150,0,0,0,0,20,20,0,0,0,2.3025851,4.0,16.0,23.0,3.1780539,21.0,3.0910425
2018-11-08 05:19:00,2018-11-08 06:07:02,IP Address,100,2881,True,2018-11-08 06:07:02,R_3Cqxx3Z5gIeWLzr,,email,EN,90,0,0,Never,Two or three times,North Carolina,Yes,Democratic candidate,0,Somewhat closely,Somewhat closely,Same,A lot more,Same,A little more,A little more,A little more,Same,A little more,140,6.125,992.928,994.499,114,Unsure,True,True,True,True,False,True,Unsure,True,False,True,Unsure,False,True,False,8,10,4,3,6,5,10,10,0,7 (a very happy person),5,Slightly agree,Agree,Strongly agree,Hardly ever,Some of the time,Some of the time,1. None or almost none of the times,2.,4. All or almost all of the time.,3.,"Go out for dinner,Interact with someone from another country,Get together with friends,Spend time with your kids",A little more,Same,A lot less,Same,A little more,200,7,5,8,9,5,10,5,8,8,,Yes,150,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"Yes, I think they wanted to show that Facebook is good for people.",Yes,2475,0,1,0,0,350,350,0,0,0,1.7917595,225.0,4.0,120.0,4.7957907,108.0,4.691348
2018-11-08 05:50:18,2018-11-08 06:07:31,IP Address,100,1033,True,2018-11-08 06:07:32,R_2CiTJwLSxHgkOLr,,email,EN,90,0,0,Two or three times,Four times or more,Michigan,Yes,Democratic candidate,0,Very closely,Rather closely,A lot less,A lot more,A lot less,A lot less,A lot less,A little more,A lot less,A lot more,60,13.382,114.224,120.372,18,True,True,True,True,Unsure,True,True,False,Unsure,Unsure,False,True,False,Unsure,False,8,10,3,0,8,6,10,3,0,3,4,Disagree,Slightly disagree,Slightly disagree,Some of the time,Some of the time,Some of the time,2.,3.,3.,1. None or almost none of the times,"Go out for dinner,Talk to friends on the phone,Go to a party,Get together with friends,Spend time with your parents",A lot less,A little more,A lot less,A lot less,Same,60,3,4,4,3,6,7,8,10,6,,Yes,40,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"No, I don't think they had a particular agenda.",Yes,19827,0,1,0,0,40,40,0,0,0,2.8332133,267.0,116.0,116.0,4.762174,12.0,2.5649493
2018-11-08 05:23:28,2018-11-08 06:07:37,IP Address,100,2648,True,2018-11-08 06:07:38,R_em0YCzofnWdnowF,,email,EN,51,36,15,Four times or more,Four times or more,Wisconsin,Yes,Democratic candidate,30,Rather closely,Rather closely,A little more,Same,A little more,A little more,Same,Same,Same,A little more,60,3.914,92.015,93.777,55,True,True,True,Unsure,False,True,True,False,Unsure,Unsure,False,Unsure,True,True,False,4,7,9,7,4,9,10,8,1,5,4,Disagree,Disagree,Slightly agree,Some of the time,Some of the time,Hardly ever,2.,4. All or almost all of the time.,2.,1. None or almost none of the times,"Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Spend time with your kids",A little more,A little more,A little less,A lot more,A little more,25,3,4,2,3,8,2,10,7,6,,Yes,1000,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"Yes, I think they wanted to show that Facebook is bad for people.",Yes,2704,0,0,0,0,1000,1000,0,0,0,1.609438,51.0,12.0,40.0,3.713572,44.0,3.8066626
2018-11-08 05:38:11,2018-11-08 06:08:41,IP Address,100,1830,True,2018-11-08 06:08:41,R_1JDscQ3uFJXHfm5,,email,EN,82,21,4,Two or three times,Two or three times,Missouri,Yes,Democratic candidate,9,Very closely,Very closely,Same,Same,Same,Same,Same,A lot less,Same,Same,90,15.55,279.986,281.538,34,True,True,True,False,Unsure,True,True,False,Unsure,False,Unsure,True,Unsure,Unsure,False,9,8,9,1,9,10,8,1,0,5,5,Slightly agree,Slightly agree,Slightly agree,Hardly ever,Some of the time,Hardly ever,1. None or almost none of the times,2.,3.,1. None or almost none of the times,"Go to the cinema,Talk to friends on the phone,Get together with friends",A lot less,Same,Same,Same,Same,0,8,7,6,6,7,7,10,10,,7,Yes,150,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 50% or more,"No, I don't think they had a particular agenda.",Yes,892,0,0,0,0,25,100,0,102,1,1.9459101,170.0,4.0,81.0,4.406719,28.0,3.3672957
2018-11-08 05:46:32,2018-11-08 06:08:53,IP Address,100,1340,True,2018-11-08 06:08:53,R_2wowqcBLq8eQW3D,,email,EN,91,0,0,Four times or more,Four times or more,Mississippi,Yes,Democratic candidate,0,Very closely,Very closely,Same,A little more,A little more,A little more,A little more,Same,Same,Same,320,3.473,104.925,106.268,61,True,True,True,True,Unsure,Unsure,True,False,Unsure,Unsure,Unsure,True,Unsure,Unsure,False,4,9,5,2,9,1,10,7,0,4,5,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Some of the time,Some of the time,Some of the time,2.,3.,2.,2.,"Go out for dinner,Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Get together with friends,Spend time with your parents",A little more,Same,Same,Same,A little more,340,2,3,2,3,9,7,5,10,8,,Yes,400,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,I am not sure.,Yes,17573,0,1,0,0,600,600,0,0,0,1.7917595,88.0,4.0,48.0,3.8918202,9.0,2.3025851
2018-11-08 05:32:16,2018-11-08 06:09:14,IP Address,100,2218,True,2018-11-08 06:09:15,R_28V7ZiROcYH86m8,,email,EN,77,0,0,Never,Two or three times,Illinois,Yes,Democratic candidate,1,Rather closely,Rather closely,A lot less,A lot less,Same,A little more,A little more,Same,A little more,A little more,120,16.351,163.971,165.073,21,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,1,10,0,0,9,10,9,1,0,5,5,Slightly agree,Slightly agree,Slightly agree,Some of the time,Some of the time,Some of the time,3.,2.,2.,3.,"Interact with someone who voted the opposite way as you in the last presidential election,Get together with friends,Spend time with your parents,Spend time with your kids",Same,Same,A little more,A little less,A little less,60,7,6,7,7,4,8,2,6,7,,Yes,225,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"No, I don't think they had a particular agenda.",Yes,1614,0,1,0,0,100,70,0,0,0,1.3862944,103.0,4.0,12.0,2.5649493,4.0,1.609438
2018-11-08 05:25:18,2018-11-08 06:09:39,IP Address,100,2660,True,2018-11-08 06:09:39,R_3MfcEWi39jbW96N,,email,EN,100,0,0,Never,Four times or more,Louisiana,Yes,Democratic candidate,0,Very closely,Very closely,Same,Same,Same,Same,Same,Same,Same,Same,240,15.207,151.59,152.628,60,True,True,True,True,True,True,True,False,Unsure,False,Unsure,True,Unsure,True,False,0,10,8,4,9,8,10,8,1,3,2,Disagree,Disagree,Disagree,Some of the time,Some of the time,Some of the time,3.,4. All or almost all of the time.,3.,3.,"Go out for dinner,Talk to friends on the phone,Spend time with your kids",A little more,Same,Same,Same,Same,180,4,4,4,3,4,7,7,8,7,,Yes,100,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"Yes, I think they wanted to show that Facebook is bad for people.",Yes,666,0,1,0,0,100,100,0,0,0,1.609438,151.0,4.0,95.0,4.564348,50.0,3.9318256
2018-11-08 05:45:18,2018-11-08 06:09:57,IP Address,100,1479,True,2018-11-08 06:09:57,R_bCOsDjKpbWX4u5z,,email,EN,80,0,0,Once,Four times or more,Tennessee,Yes,Democratic candidate,0,Somewhat closely,Somewhat closely,Same,A little more,Same,A little more,A little more,Same,Same,A little more,60,4.624,181.336,183.758,68,True,True,True,True,True,False,True,False,True,False,False,True,True,True,False,8,10,3,0,8,7,9,7,0,4,4,Slightly agree,Slightly disagree,Slightly disagree,Some of the time,Hardly ever,Some of the time,3.,3.,2.,2.,"Go out for dinner,Get together with friends",Same,A little more,Same,A lot more,Same,54,4,4,4,3,8,7,7,7,8,,Yes,50,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"No, I don't think they had a particular agenda.",Yes,22277,0,0,0,0,100,100,0,0,0,0.6931472,120.0,44.0,57.0,4.060443,39.0,3.6888795
2018-11-08 05:34:26,2018-11-08 06:10:24,IP Address,100,2158,True,2018-11-08 06:10:25,R_3PC5jrzh43oev7n,,email,EN,64,21,8,Once,Never,Michigan,Yes,Democratic candidate,28,Somewhat closely,Not at all closely,Same,Same,Same,Same,Same,A lot less,A little more,A little more,10,4.749,275.453,276.705,49,Unsure,True,Unsure,True,Unsure,True,True,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,7,6,5,3,5,2,9,5,3,2,1 (less happy),Strongly disagree,Strongly disagree,Strongly disagree,Hardly ever,Often,Some of the time,4. All or almost all of the time.,4. All or almost all of the time.,1. None or almost none of the times,2.,Spend time with your kids,A lot less,A little less,Same,Same,Same,0,5,5,5,6,6,7,4,5,,8,Yes,20,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 50% or more,"No, I don't think they had a particular agenda.",Yes,2091,0,0,0,0,15,50,0,102,1,0.6931472,4.0,4.0,28.0,3.3672957,29.0,3.4011974
2018-11-08 05:51:41,2018-11-08 06:10:28,IP Address,100,1126,True,2018-11-08 06:10:28,R_3gZbpnru0AWJRYe,,email,EN,81,36,0,Never,Never,Arkansas,Yes,Democratic candidate,0,Somewhat closely,Somewhat closely,Same,Same,Same,Same,Same,Same,Same,Same,60,48.295,143.559,146.224,16,True,True,True,False,True,False,False,False,Unsure,False,False,True,True,True,False,8,8,1,0,9,10,10,2,0,6,5,Slightly agree,Slightly agree,Slightly agree,Hardly ever,Hardly ever,Hardly ever,1. None or almost none of the times,2.,3.,2.,"Go to the cinema,Talk to friends on the phone,Spend time with your kids",Same,Same,Same,Same,Same,10,5,6,6,6,8,4,9,7,5,,Yes,50,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"No, I don't think they had a particular agenda.",Yes,1495,0,1,0,0,25,50,1,0,0,1.0986123,0.0,0.0,39.0,3.6888795,25.0,3.2580965
2018-11-08 05:40:13,2018-11-08 06:10:34,IP Address,100,1821,True,2018-11-08 06:10:34,R_3EE8C6lxt8SiPZp,,email,EN,80,0,0,Never,Two or three times,Maryland,Yes,Democratic candidate,0,Somewhat closely,Not at all closely,A little less,A little less,A little less,A little less,A little less,A lot less,A lot more,A lot more,20,1.766,315.562,317.004,88,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,10,10,10,0,10,5,10,10,0,6,5,Slightly disagree,Slightly disagree,Slightly agree,Hardly ever,Hardly ever,Hardly ever,3.,2.,4. All or almost all of the time.,1. None or almost none of the times,"Go out for dinner,Talk to friends on the phone,Go to a shopping mall",A lot more,A lot more,A little less,A little less,A lot more,20,7,8,4,7,9,8,0,8,8,,Yes,20,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"No, I don't think they had a particular agenda.",Yes,1689,0,1,0,0,40,10,0,0,0,1.0986123,279.0,115.0,79.0,4.3820267,23.0,3.1780539
2018-11-08 05:49:09,2018-11-08 06:10:53,IP Address,100,1303,True,2018-11-08 06:10:53,R_PXO9BPrHrh3Kh9f,,email,EN,70,20,10,Two or three times,Four times or more,California,Yes,Democratic candidate,0,Very closely,Very closely,Same,Same,A little more,Same,A little more,A lot less,A little more,A little more,120,7.436,103.7,104.525,53,True,True,True,True,Unsure,Unsure,True,False,Unsure,Unsure,False,Unsure,Unsure,False,Unsure,7,9,7,0,8,10,10,8,0,5,4,Neither agree nor disagree,Slightly agree,Agree,Hardly ever,Hardly ever,Some of the time,2.,3.,2.,3.,"Go to a shopping mall,Spend time with your kids",A little more,Same,Same,A little more,Same,0,3,2,4,3,9,4,7,7,,9,Yes,100,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 50% or more,"No, I don't think they had a particular agenda.",No,11219,0,1,0,0,100,250,0,102,1,0.6931472,148.0,4.0,55.0,4.0253515,213.0,5.365976
2018-11-08 05:39:25,2018-11-08 06:10:53,IP Address,100,1887,True,2018-11-08 06:10:53,R_3egdSwir0T3oGfr,,email,EN,85,30,2,Never,Never,Illinois,Yes,Democratic candidate,100,Rather closely,Somewhat closely,A lot less,A lot less,A little more,A little more,A lot less,A lot less,A lot less,A lot less,20,3.059,85.617,86.071,47,Unsure,True,True,True,Unsure,True,True,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,False,7,5,7,1,6,6,7,1,1,4,3,Slightly agree,Agree,Agree,Hardly ever,Hardly ever,Hardly ever,2.,1. None or almost none of the times,3.,2.,"Go out for dinner,Talk to friends on the phone,Spend time with your kids",A lot less,Same,Same,Same,Same,0,8,9,8,9,0,7,6,5,,2,Yes,1000,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"Yes, I think they wanted to show that Facebook is bad for people.",Yes,10651,0,0,0,0,100,200,0,102,1,1.609438,96.0,4.0,41.0,3.7376697,29.0,3.4011974
2018-11-08 05:45:14,2018-11-08 06:11:03,IP Address,100,1548,True,2018-11-08 06:11:03,R_xr7q8CJBR1BpnAB,,email,EN,5,92,100,Four times or more,Never,Washington,Yes,Republican candidate,100,Very closely,Very closely,A little more,A little more,A little more,A lot less,A little more,Same,A little more,A little more,44,9.618,143.456,144.461,49,True,True,True,False,Unsure,True,True,Unsure,Unsure,True,Unsure,Unsure,Unsure,Unsure,True,5,6,7,10,7,4,2,9,10,6,6,Agree,Strongly agree,Strongly agree,Hardly ever,Hardly ever,Hardly ever,1. None or almost none of the times,1. None or almost none of the times,4. All or almost all of the time.,1. None or almost none of the times,"Go out for dinner,Interact with someone who voted the opposite way as you in the last presidential election,Interact with someone from another country,Get together with friends,Spend time with your parents",A little more,A little more,Same,A lot more,A little more,300,8,7,7,7,7,7,7,8,4,,Yes,300,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,I am not sure.,Yes,1210,0,1,0,0,200,200,0,0,0,1.609438,62.0,121.0,62.0,4.1431346,49.0,3.912023
2018-11-08 05:38:20,2018-11-08 06:11:28,IP Address,100,1987,True,2018-11-08 06:11:29,R_3nAU3QWhrRFG49S,,email,EN,60,0,0,Four times or more,Four times or more,Pennsylvania,Yes,Democratic candidate,0,Rather closely,Rather closely,Same,Same,Same,A little more,Same,Same,A little more,A little more,100,16.36,181.56,231.015,16,True,True,True,True,Unsure,False,True,False,Unsure,Unsure,Unsure,Unsure,False,False,False,6,10,3,0,9,6,10,3,0,4,3,Disagree,Slightly disagree,Disagree,Some of the time,Hardly ever,Some of the time,3.,2.,2.,3.,"Go out for dinner,Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Interact with someone from another country,Go to a party,Get together with friends",Same,A little more,A little less,A little more,A little less,60,4,6,6,4,7,6,8,7,6,,Yes,150,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"No, I don't think they had a particular agenda.",Yes,12952,0,0,0,0,500,500,0,102,0,1.609438,506.0,211.0,141.0,4.955827,242.0,5.4930615
2018-11-08 05:29:42,2018-11-08 06:12:01,IP Address,100,2538,True,2018-11-08 06:12:01,R_vjXHqN8joo7otfr,,email,EN,62,14,0,Never,Two or three times,Colorado,Yes,Democratic candidate,0,Somewhat closely,Somewhat closely,Same,Same,Same,Same,A little more,A lot more,Same,A little more,45,3.244,193.254,197.603,71,True,True,Unsure,Unsure,Unsure,Unsure,True,Unsure,Unsure,Unsure,False,Unsure,False,Unsure,Unsure,6,10,0,1,10,6,9,10,0,6,5,Agree,Agree,Strongly agree,Hardly ever,Hardly ever,Hardly ever,1. None or almost none of the times,1. None or almost none of the times,3.,2.,"Go out for dinner,Talk to friends on the phone,Interact with someone from another country,Get together with friends",Same,A lot more,A little less,A little more,Same,40,5,7,5,5,7,5,9,8,5,,Yes,60,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...neither increase nor decrease the amount of time I spend on Facebook,"No, I don't think they had a particular agenda.",Yes,16041,0,1,0,0,15,15,0,0,0,2.3025851,298.0,83.0,244.0,5.5012584,199.0,5.2983174
2018-11-08 05:41:35,2018-11-08 06:12:22,IP Address,100,1847,True,2018-11-08 06:12:23,R_ub1HcPQ3WCm7ATn,,email,EN,52,10,2,Never,Never,Alaska,Yes,Democratic candidate,30,Rather closely,Rather closely,Same,Same,Same,Same,Same,A little less,Same,Same,120,11.4,131.675,132.533,60,True,True,True,True,Unsure,Unsure,True,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,False,5,10,2,2,5,8,9,5,0,5,4,Neither agree nor disagree,Agree,Agree,Some of the time,Some of the time,Some of the time,2.,2.,3.,1. None or almost none of the times,"Go out for dinner,Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Interact with someone from another country,Go to a shopping mall",A little more,A little more,Same,Same,Same,300,6,7,7,8,6,6,7,5,7,,Yes,400.00,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"No, I don't think they had a particular agenda.",Yes,2049,0,1,0,0,1000,1000,0,0,0,0.6931472,4.0,4.0,40.0,3.713572,27.0,3.3322046
2018-11-08 05:37:12,2018-11-08 06:12:24,IP Address,100,2111,True,2018-11-08 06:12:24,R_3QRI21VwJWRwm9i,,email,EN,31,61,63,Never,Four times or more,Minnesota,Yes,Republican candidate,70,Somewhat closely,Somewhat closely,A little more,Same,Same,Same,Same,A little less,Same,Same,60,7.964,204.203,205.361,27,True,True,True,Unsure,Unsure,True,True,True,Unsure,Unsure,Unsure,Unsure,False,True,True,3,5,5,6,5,3,3,8,5,5,6,Slightly agree,Slightly agree,Agree,Some of the time,Some of the time,Hardly ever,2.,1. None or almost none of the times,3.,2.,"Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Interact with someone from another country,Get together with friends,Spend time with your kids",A little less,A little less,Same,A little more,A little more,45,5,4,4,5,6,4,7,7,7,,Yes,400,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,I am not sure.,Yes,12336,0,0,0,0,400,500,0,102,0,2.4849067,0.0,0.0,34.0,3.5553482,60.0,4.1108737
2018-11-08 05:29:21,2018-11-08 06:12:30,IP Address,100,2588,True,2018-11-08 06:12:31,R_2dg9wK8obP1aRIz,,email,EN,70,0,0,Never,Never,Ohio,Yes,Democratic candidate,0,Very closely,Rather closely,Same,Same,Same,A lot more,A lot more,Same,Same,Same,120,2.818,289.608,296.008,66,True,True,True,False,Unsure,Unsure,True,True,Unsure,Unsure,Unsure,True,Unsure,Unsure,Unsure,3,5,3,3,2,10,10,10,0,5,4,Neither agree nor disagree,Slightly disagree,Slightly agree,Some of the time,Hardly ever,Hardly ever,2.,3.,3.,2.,"Talk to friends on the phone,Interact with someone who voted the opposite way as you in the last presidential election,Spend time with your parents,Spend time with your kids",Same,A lot more,Same,Same,Same,75,3,5,3,4,3,2,8,10,10,,Yes,150,Reactivate my Facebook account in 24 hours. I will continue in the study and receive $15 upon completion.,"Keep my Facebook account deactivated for the next 4 weeks.  If I do, I will receive the offered amount as well as $15 upon completion of the study.",...decrease the amount of time I spend on Facebook by 1% to 50%,"Yes, I think they wanted to show that Facebook is good for people.",Yes,2987,0,0,0,0,50,50,0,0,0,1.609438,116.0,19.0,92.0,4.5325994,52.0,3.9702919
